Name,Count,Channel,gender,occupation,ethnic_group
Mateo,5,PragerU,male,sculptor|architect|epigrapher,None
King George III,5,PragerU,male,politician|ruler|monarch|aristocrat|art collector|patron of the arts,None
Dan,2,PragerU,None,None,None
Richard,5,PragerU,male,Catholic priest|Catholic bishop,None
Amelia,4,PragerU,female,politician,None
Chex,13,PragerU,None,None,None
Alright Josiah,5,PragerU,None,None,None
Kyla,5,PragerU,female,singer|actor,None
Leo,252,PragerU,male,politician,White Brazilians
Jackson,14,PragerU,male,pornographic actor,None
Luke,3,PragerU,male,physician|writer|Four Evangelists|painter|evangelist|iconographer,None
Street Smart's,18,PragerU,None,None,None
Sam Day,13,PragerU,male,Australian rules football player,None
Give Eli,5,PragerU,None,None,None
Veterans Sam Day,8,PragerU,None,None,None
Royal King,7,PragerU,None,None,None
Will Levi,23,PragerU,None,None,None
Senna,5,PragerU,male,businessperson|racing automobile driver|Formula One driver|philanthropist,None
Clinton,9,PragerU,male,teacher|lawyer|diplomat|saxophonist|autobiographer|writer|politician|statesperson|governor|jurist,None
Chris,19,PragerU,male,actor|voice actor,None
Favorite Uncle,5,PragerU,None,None,None
Michael,6,PragerU,male,actor|television actor,None
Christina,17,PragerU,female,writer|monarch|painter|philosopher|art collector,None
Hamilton,2,PragerU,male,racing automobile driver|Formula One driver,None
Timothy,14,PragerU,male,priest,None
L. L. Rocco,5,PragerU,None,None,None
Jason,5,PragerU,male,kohen|priest,None
Jacob,7,PragerU,male,priest,None
Sebastian,5,PragerU,male,actor|singer|record producer|comedian|pornographic actor|musician|rapper|model|video jockey|television actor|film actor|nightclub owner,None
Phil,1,PragerU,male,botanical collector|botanist,None
Bill,5,PragerU,male,politician|ambassador|diplomat,None
Kate,5,PragerU,female,None,None
Selena Lois,7,PragerU,None,None,None
Gianna,5,PragerU,None,None,None
Jordan,4,PragerU,male,pornographic actor,None
C. C. Country,5,PragerU,None,None,None
William Howard Taft,1,PragerU,male,judge|writer|university teacher|lawyer|politician|statesperson|prosecutor|pedagogue,None
Brian,8,PragerU,male,art dealer|art historian|art collector,None
B. B. Congress,5,PragerU,None,None,None
B. Congress,12,PragerU,None,None,None
Contestant,6,PragerU,None,None,None
Help Reagan,12,PragerU,None,None,None
Maddie,12,PragerU,female,artistic gymnast,None
Martin Luther King Jr. Memorial,7,PragerU,None,None,None
George Washington DC,5,PragerU,None,None,None
Amy,10,PragerU,female,pornographic actor,None
Nice Melanie,5,PragerU,None,None,None
Max,5,PragerU,male,singer-songwriter,None
max,4,PragerU,None,None,None
McKenna,6,PragerU,None,None,None
B. Go Riley,5,PragerU,None,None,None
B. B. Coining,6,PragerU,None,None,None
C. Common,6,PragerU,None,None,None
Patrick Henry,2,PragerU,male,writer|lawyer|politician,None
Hand Marlena,19,PragerU,None,None,None
King Manuel,29,PragerU,None,None,None
Leila,34,PragerU,female,disc jockey,None
Amerigo Vespucci,6,PragerU,male,writer|merchant|cartographer|explorer,None
Signor Vespucci,8,PragerU,None,None,None
Molly Pitcher,6,PragerU,female,military personnel,None
Mary Ludwig Hayes,13,PragerU,None,None,None
Molly,1,PragerU,female,journalist|writer,None
John F. Kennedy,1,PragerU,male,politician|writer|statesperson|journalist|naval officer|anti-communist,Irish Americans
Jesus Christ,1,PragerU,male,teacher|preacher|thaumaturge|healer|prophet|tektōn|Messiah|religious leader|father of faith|rabbi|carpenter|pastor,Jewish people
Hitler,3,PragerU,male,politician,None
Layla,11,PragerU,female,singer,None
Robert E. Robert E. Wright,5,PragerU,None,None,None
Robert,12,PragerU,male,Catholic bishop|Catholic priest,None
Kenneth J. Moore,7,PragerU,male,social worker,None
Robert E. Wright,6,PragerU,male,historian,None
Sadau Munamori,10,PragerU,None,None,None
Can Leo,42,PragerU,None,None,None
Hailey Johnson,10,PragerU,female,actor,None
Martin Luther King Jr.'s,12,PragerU,None,None,None
Booker T. Booker T. Washington,1,PragerU,None,None,None
Booker T. Washington,4,PragerU,male,writer|teacher|human rights activist|autobiographer|businessperson|politician|educator|pedagogue,African Americans
George Marshall,11,PragerU,male,politician|diplomat|American football player|army officer,None
Geez Leo,24,PragerU,None,None,None
Elizabeth Blackwell,37,PragerU,female,human rights activist|physician|writer|essayist|medical writer|women's rights activist,None
Susan B. Susan B. Anthony,10,PragerU,None,None,None
Montesquieu Madison,6,PragerU,None,None,None
Montesquieu,9,PragerU,male,judge|jurist|writer|lawyer|historian|politician|novelist|encyclopédistes|sociologist|philosopher,None
Desi,5,PragerU,female,cross-country skier|biathlete,None
Maryweather Lewis,32,PragerU,None,None,None
Captain Clark,7,PragerU,None,None,None
Maria,8,PragerU,female,politician,None
Marbury,1,PragerU,None,None,None
John Marshall's,2,PragerU,None,None,None
Robert E. Lee's,1,PragerU,None,None,None
Ida B. Ida B. Wells,21,PragerU,None,None,None
Ida B. Wells,6,PragerU,female,writer|human rights activist|journalist|sociologist|suffragist,African Americans
Levi Strauss,6,PragerU,male,entrepreneur|inventor|designer,None
Sarah Miller,6,PragerU,female,artistic gymnast,None
Clara Barton,5,PragerU,female,nurse|teacher|writer|author|philanthropist|diarist|humanitarian,None
Bob,1,PragerU,male,basketball player,None
William Lloyd Garrison,3,PragerU,male,writer|editor|journalist|social reformer|abolitionist,None
Zaheer,12,PragerU,None,None,None
Bannaker,9,PragerU,None,None,None
Becky Tom,27,PragerU,None,None,None
Tom,38,PragerU,male,actor|poet|singer|singer-songwriter|street artist|television actor|teacher|songwriter,Jewish people|Romanian Americans
Huck,37,PragerU,male,Canadian football player,None
Laura Ingalls Wilder,5,PragerU,female,writer|teacher|autobiographer|reporter|journalist|children's writer|novelist,None
Hooray,1,PragerU,female,snooker player,None
John Smith,1,PragerU,male,politician,None
Jamestown,1,PragerU,None,None,None
