Name,Count,Channel,gender,occupation,ethnic_group
Fillmore,9,PragerU,None,None,None
Declan,5,PragerU,None,None,None
Zachary Taylor,33,PragerU,male,statesperson,None
Northerners,2,PragerU,None,None,None
Zachary Taylor's,4,PragerU,None,None,None
Katen,10,PragerU,male,painter,None
Winfield Scott,1,PragerU,male,military officer|politician,None
King John,3,PragerU,male,monarch,None
Ta-da,13,PragerU,None,None,None
Amelia Earhart,4,PragerU,female,aircraft pilot|journalist|travel writer|memoirist|women's rights activist|aviation writer,None
Crafts History,18,PragerU,None,None,None
Lyndon B. Johnson,2,PragerU,male,statesperson|politician|teacher|rancher,None
Martin Luther King Jr.'s,2,PragerU,None,None,None
Clark,3,PragerU,female,athletics competitor,None
Fred Harvey,14,PragerU,male,businessperson,None
Fred Harvey's,5,PragerU,None,None,None
Push,1,PragerU,male,television presenter|radio personality|actor|model|television actor,None
George Washington Carver,22,PragerU,male,inventor|chemist|biologist|university teacher|botanist|mycologist,African Americans
Street Smarts,48,PragerU,None,None,None
Maya,6,PragerU,female,musician,None
Abe Lincoln,1,PragerU,male,lawyer|writer|military officer|farmer|politician|statesperson|postmaster,None
Diego,6,PragerU,male,association football player,None
Bennett,4,PragerU,male,zoologist|ichthyologist|physician,None
Street Smart,33,PragerU,None,None,None
Selena,12,PragerU,female,spokesperson|actor|singer|fashion designer|film actor|television actor,None
Selena Lewis,11,PragerU,None,None,None
Mateo,5,PragerU,male,architect|epigrapher|sculptor,None
George III's,5,PragerU,None,None,None
Dan,2,PragerU,None,None,None
Richard,5,PragerU,male,Catholic priest|Catholic bishop,None
Amelia,4,PragerU,female,politician,None
Chex,13,PragerU,None,None,None
Kyla,5,PragerU,female,actor|singer,None
Leo,297,PragerU,male,politician,White Brazilians
Luke,3,PragerU,male,writer|Four Evangelists|physician|painter|evangelist|iconographer,None
Street Smart's,18,PragerU,None,None,None
Senna,5,PragerU,male,businessperson|racing automobile driver|Formula One driver|philanthropist,None
Clinton,9,PragerU,male,writer|teacher|lawyer|jurist|politician|governor|autobiographer|saxophonist|diplomat|statesperson,None
Chris,19,PragerU,male,actor|voice actor,None
Hamilton,16,PragerU,male,painter,None
Michael,6,PragerU,male,actor|television actor,None
Christina,17,PragerU,female,writer|philosopher|painter|art collector|monarch,None
Riley,6,PragerU,male,basketball player|coach|basketball coach|American football player,None
Timothy,14,PragerU,male,priest,None
Rocco,14,PragerU,male,disc jockey|record producer,None
Jason,5,PragerU,male,priest|kohen,None
Jacob,6,PragerU,male,priest,None
Sebastian,5,PragerU,male,singer|actor|video jockey|record producer|model|television actor|comedian|film actor|pornographic actor|nightclub owner|musician|rapper,None
Phil,1,PragerU,male,botanical collector|botanist,None
Bill,4,PragerU,male,politician|ambassador|diplomat,None
Kate,5,PragerU,female,None,None
Selena Lois,7,PragerU,None,None,None
Gianna,5,PragerU,None,None,None
Jordan,4,PragerU,male,pornographic actor,None
William Howard Taft,1,PragerU,male,writer|judge|university teacher|statesperson|lawyer|politician|prosecutor|pedagogue,None
Brian,8,PragerU,male,art historian|art dealer|art collector,None
B. Congress,5,PragerU,None,None,None
Contestant,6,PragerU,None,None,None
Maddie,12,PragerU,female,artistic gymnast,None
Amy,10,PragerU,female,pornographic actor,None
Max,5,PragerU,male,singer-songwriter,None
Everett,3,PragerU,male,botanist,None
max,4,PragerU,None,None,None
McKenna,6,PragerU,None,None,None
B. Coining,6,PragerU,None,None,None
Leila,35,PragerU,female,disc jockey,None
Amerigo Vespucci,6,PragerU,male,writer|merchant|cartographer|explorer,None
Vespucci,6,PragerU,None,None,None
Molly Pitcher,6,PragerU,female,military personnel,None
Molly,1,PragerU,female,journalist|writer,None
Jesus Christ,1,PragerU,male,teacher|prophet|preacher|religious leader|thaumaturge|Messiah|rabbi|father of faith|carpenter|healer|pastor|tektōn,Jewish people
Hitler,3,PragerU,male,politician,None
Layla,14,PragerU,female,singer,None
Robert E. Wright,5,PragerU,male,historian,None
Robert,12,PragerU,male,Catholic bishop|Catholic priest,None
Moore,7,PragerU,male,painter|visual artist,None
Wright,8,PragerU,male,architectural draftsperson|painter|portraitist|landscape painter,None
Munamori,5,PragerU,None,None,None
Franklin Delano Roosevelt,1,PragerU,male,statesperson,None
Hailey Johnson,8,PragerU,female,actor,None
Martin Luther King's,13,PragerU,None,None,None
Booker T. Washington,1,PragerU,male,teacher|writer|human rights activist|autobiographer|businessperson|politician|educator|pedagogue,African Americans
Franklin,11,PragerU,male,writer|engineer|mathematician|journalist,None
Churchill,5,PragerU,male,botanist,None
Elizabeth Blackwell,30,PragerU,female,physician|writer|human rights activist|essayist|medical writer|women's rights activist,None
Elizabeth Blackwell's,7,PragerU,None,None,None
Susan B. Anthony,9,PragerU,female,writer|civil rights advocate|human rights activist|abolitionist|suffragist|women's rights activist|feminist,None
Montesquieu,9,PragerU,male,judge|lawyer|writer|historian|encyclopédistes|politician|sociologist|philosopher|novelist|jurist,None
Desi,5,PragerU,female,cross-country skier|biathlete,None
Captain Clark,7,PragerU,None,None,None
Maria,8,PragerU,female,politician,None
Adams,30,PragerU,female,actor|entrepreneur|blogger|singer|singer-songwriter|fashion designer|model,None
Marbury,1,PragerU,None,None,None
Robert E. Lee's,1,PragerU,None,None,None
Ida B. Wells,24,PragerU,female,journalist|writer|human rights activist|sociologist|suffragist,African Americans
Wells,6,PragerU,male,botanist|biologist|botanical collector|ecologist,None
Strauss,2,PragerU,male,botanist,None
Teddy Roosevelt's,1,PragerU,None,None,None
Miller,3,PragerU,male,zoologist|curator|botanist,None
Clara Barton,5,PragerU,female,teacher|nurse|writer|humanitarian|author|philanthropist|diarist,None
Bob,1,PragerU,male,basketball player,None
Douglass,2,PragerU,male,artist,African Americans
William Lloyd Garrison,1,PragerU,male,writer|editor|journalist|social reformer|abolitionist,None
Zaheer,12,PragerU,None,None,None
Bannaker,9,PragerU,None,None,None
Tom,26,PragerU,male,actor|teacher|poet|singer|singer-songwriter|songwriter|street artist|television actor,Jewish people|Romanian Americans
Huck,36,PragerU,male,Canadian football player,None
Twain,7,PragerU,male,None,None
Braddock,1,PragerU,None,None,None
Laura Ingalls Wilder,5,PragerU,female,writer|teacher|reporter|journalist|children's writer|novelist|autobiographer,None
Hooray,1,PragerU,female,snooker player,None
John Smith,1,PragerU,male,writer|military personnel|explorer|autobiographer,None
Jamestown,1,PragerU,None,None,None
