File,Original Sentence Count,Processed Sentence Count
Khan Academy/Government & civics with CBS's John Dickerson | US government and civics | Khan Academy/How have congressional elections changed over time  US government and civics  Khan Academy_expanded.txt,27,27
Khan Academy/American civics | US History/Deficit and debt ceiling  American civics  US government and civics  Khan Academy_expanded.txt,118,118
Khan Academy/American civics | US History/Medicare sustainability  American civics  US government and civics  Khan Academy_expanded.txt,69,69
Khan Academy/American civics | US History/Introduction to the FAFSA  American civics  US government and civics  Khan Academy_expanded.txt,38,38
Khan Academy/American civics | US History/Primaries and caucuses  American civics  US History  Khan Academy_expanded.txt,56,56
Khan Academy/American civics | US History/Pension obligations  American civics  US government and civics  Khan Academy_expanded.txt,86,86
Khan Academy/American civics | US History/Illinois pension obligations  American civics  US government and civics  Khan Academy_expanded.txt,67,67
Khan Academy/American civics | US History/Social security intro  American civics  US government and civics  Khan Academy_expanded.txt,19,19
Khan Academy/American civics | US History/Governments financial condition  American civics  US government and civics  Khan Academy_expanded.txt,109,109
Khan Academy/American civics | US History/Electoral college  American civics  US History  Khan Academy_expanded.txt,101,101
Khan Academy/American civics | US History/FICA tax  American civics  US government and civics  Khan Academy_expanded.txt,60,60
Khan Academy/American civics | US History/SOPA and PIPA  American civics  US government and civics  Khan Academy_expanded.txt,69,69
Khan Academy/American civics | US History/More fiscal cliff analysis  American civics  US government and civics  Khan Academy_expanded.txt,117,117
Khan Academy/American civics | US History/The fiscal cliff  American civics  US government and civics  Khan Academy_expanded.txt,148,230
Khan Academy/American civics | US History/PPACA or Obamacare  American civics  US History  Khan Academy_expanded.txt,54,54
Khan Academy/The road to revolution (1754-1800) | US History/The Seven Years War part 1_expanded.txt,72,72
Khan Academy/The road to revolution (1754-1800) | US History/The US Constitution  Period 3 1754-1800  AP US History  Khan Academy_expanded.txt,69,69
Khan Academy/The road to revolution (1754-1800) | US History/The Articles of Confederation  Period 3 1754-1800  AP US History  Khan Academy_expanded.txt,50,50
Khan Academy/The road to revolution (1754-1800) | US History/Social consequences of revolutionary ideals  US history  Khan Academy_expanded.txt,48,48
Khan Academy/The road to revolution (1754-1800) | US History/The Constitutional Convention  Period 3 1754-1800  AP US History  Khan Academy_expanded.txt,67,67
Khan Academy/The road to revolution (1754-1800) | US History/The Declaration of Independence  Period 3 1754-1800  AP US History  Khan Academy_expanded.txt,87,87
Khan Academy/The road to revolution (1754-1800) | US History/The Seven Years War part 2_expanded.txt,56,56
Khan Academy/American Civics/Deficit and debt ceiling  American civics  US government and civics  Khan Academy_expanded.txt,118,118
Khan Academy/American Civics/Medicare sustainability  American civics  US government and civics  Khan Academy_expanded.txt,69,69
Khan Academy/American Civics/Primaries and caucuses  American civics  US History  Khan Academy_expanded.txt,56,56
Khan Academy/American Civics/Social security intro  American civics  US government and civics  Khan Academy_expanded.txt,19,19
Khan Academy/American Civics/Governments financial condition  American civics  US government and civics  Khan Academy_expanded.txt,109,109
Khan Academy/American Civics/Electoral college  American civics  US History  Khan Academy_expanded.txt,101,101
Khan Academy/American Civics/FICA tax  American civics  US government and civics  Khan Academy_expanded.txt,60,60
Khan Academy/American Civics/SOPA and PIPA  American civics  US government and civics  Khan Academy_expanded.txt,69,69
Khan Academy/Civil Rights and Civil Liberties/The Fourteenth Amendment and equal protection  US government and civics  Khan Academy_expanded.txt,37,37
Khan Academy/Civil Rights and Civil Liberties/Brown v Board of Education of Topeka  US government and civics  Khan Academy_expanded.txt,110,112
Khan Academy/Civil Rights and Civil Liberties/McDonald v Chicago  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,100,103
Khan Academy/Civil Rights and Civil Liberties/The First Amendment  The National Constitution Center  US government and civics  Khan Academy_expanded.txt,145,145
Khan Academy/Civil Rights and Civil Liberties/The Bill of Rights an introduction  US government and civics  Khan Academy_expanded.txt,33,33
Khan Academy/Civil Rights and Civil Liberties/The Second Amendment  The National Constitution Center  US government and civics  Khan Academy_expanded.txt,119,121
Khan Academy/Civil Rights and Civil Liberties/Civil Rights and Civil Liberties - Course Trailer_expanded.txt,18,18
Khan Academy/Civil Rights and Civil Liberties/The Sixth Amendment  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,139,139
Khan Academy/Civil Rights and Civil Liberties/Rulings on majority and minority rights by the Supreme Court  Khan Academy_expanded.txt,31,31
Khan Academy/Civil Rights and Civil Liberties/The Fourth Amendment  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,129,129
Khan Academy/Civil Rights and Civil Liberties/The Eighth Amendment  The National Constitution Center  US government and civics  Khan Academy_expanded.txt,183,177
Khan Academy/Civil Rights and Civil Liberties/Affirmative action  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,80,80
Khan Academy/Civil Rights and Civil Liberties/Selective incorporation  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,31,31
Khan Academy/Civil Rights and Civil Liberties/Roe v Wade  Civil liberties and civil rights  US government and civics  Khan Academy_expanded.txt,112,112
Khan Academy/Civil Rights and Civil Liberties/The Fifth Amendment  The National Constitution Center  US government and civics  Khan Academy_expanded.txt,127,127
Khan Academy/Civil Rights and Civil Liberties/Letter from a Birmingham Jail  US government and civics  Khan Academy_expanded.txt,24,24
Khan Academy/Foundations of American democracy | US government and/Multiple points of influence due to separation of powers and checks and balances  Khan Academy_expanded.txt,38,38
Khan Academy/Foundations of American democracy | US government and/Separation of Powers and Checks and Balances_expanded.txt,47,47
Khan Academy/Foundations of American democracy | US government and/Federalism in the United States  US government and civics  Khan Academy_expanded.txt,65,65
Khan Academy/Foundations of American democracy | US government and/The Preamble to the Constitution  US Government and Politics  Khan Academy_expanded.txt,106,106
Khan Academy/Foundations of American democracy | US government and/Federalist No 10 (part 2)  US government and civics  Khan Academy_expanded.txt,41,41
Khan Academy/Foundations of American democracy | US government and/Article VII of the Constitution  US government and civics  Khan Academy_expanded.txt,174,174
Khan Academy/Foundations of American democracy | US government and/Introduction to the public policy process  US government and civics  Khan Academy_expanded.txt,62,59
Khan Academy/Foundations of American democracy | US government and/Constitutional compromises The Three-Fifths Compromise  US government and civics  Khan Academy_expanded.txt,42,42
Khan Academy/Foundations of American democracy | US government and/Article V of the Constitution  US government and civics  Khan Academy_expanded.txt,171,229
Khan Academy/Foundations of American democracy | US government and/Enumerated and implied powers of the US federal government  Khan Academy_expanded.txt,48,48
Khan Academy/Foundations of American democracy | US government and/Constitutional compromises The Electoral College  US government and civics  Khan Academy_expanded.txt,29,29
Khan Academy/Foundations of American democracy | US government and/The Articles of Confederation and Shays Rebellion_expanded.txt,70,70
Khan Academy/Foundations of American democracy | US government and/Democratic ideals in the Declaration of Independence_expanded.txt,59,59
Khan Academy/Foundations of American democracy | US government and/McCulloch v Maryland  Foundations of American democracy  US government and civics  Khan Academy_expanded.txt,172,170
Khan Academy/Foundations of American democracy | US government and/Introduction to Democracy and its broad variations_expanded.txt,87,87
Khan Academy/Foundations of American democracy | US government and/The Constitutional Convention  Period 3 1754-1800  AP US History  Khan Academy_expanded.txt,67,67
Khan Academy/Foundations of American democracy | US government and/Democratic ideals of US government_expanded.txt,66,64
Khan Academy/Foundations of American democracy | US government and/The Tenth Amendment  The National Constitution Center  US government and civics  Khan Academy_expanded.txt,120,114
Khan Academy/Foundations of American democracy | US government and/Federal and state powers and the Tenth and Fourteenth Amendments  Khan Academy_expanded.txt,29,29
Khan Academy/Foundations of American democracy | US government and/Federalist No 10 (part 1)  US government and civics  Khan Academy_expanded.txt,55,55
Khan Academy/Foundations of American democracy | US government and/The social contract  Foundations of American democracy  US government and civics  Khan Academy_expanded.txt,74,74
Khan Academy/Foundations of American democracy | US government and/The impact of constitutional compromises on us today  US government and civics  Khan Academy_expanded.txt,82,82
Khan Academy/Foundations of American democracy | US government and/Article IV of the Constitution  US government and civics  Khan Academy_expanded.txt,119,120
Khan Academy/Foundations of American democracy | US government and/Impeachment  Foundations of American democracy  US government and civics  Khan Academy_expanded.txt,77,77
Khan Academy/Foundations of American democracy | US government and/United States v  Lopez  US government and civics  Khan Academy_expanded.txt,32,32
Khan Academy/Foundations of American democracy | US government and/Anti-Federalists and Brutus No 1  US government and civics  Khan Academy_expanded.txt,73,73
Khan Academy/Foundations of American democracy | US government and/Categorical grants mandates and the Commerce Clause  US government and civics  Khan Academy_expanded.txt,35,35
Khan Academy/Foundations of American democracy | US government and/Article VI of the Constitution  US government and civics  Khan Academy_expanded.txt,128,136
Khan Academy/Foundations of American democracy | US government and/Democratic ideals in the preamble of the US Constitution_expanded.txt,34,30
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The early Temperance movement - part 1_expanded.txt,42,42
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/Jacksonian Democracy part 2_expanded.txt,44,44
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/Jacksonian Democracy part 4_expanded.txt,79,79
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/Jacksonian Democracy part 3_expanded.txt,37,37
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Second Great Awakening - part 1_expanded.txt,77,77
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Second Great Awakening - part 2_expanded.txt,89,89
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Market Revolution -  part 3_expanded.txt,65,64
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Market Revolution -  part 2_expanded.txt,57,57
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Second Great Awakening - part 3_expanded.txt,57,57
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/Jacksonian Democracy part 1_expanded.txt,30,30
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The early Temperance movement - part 2_expanded.txt,68,68
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Market Revolution - part 1_expanded.txt,80,80
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/Developing an American identity 1800-1848  US history  Khan Academy_expanded.txt,60,60
Khan Academy/The early republic (1800-1848) | US history | Khan Academy/The Monroe Doctrine_expanded.txt,98,98
Khan Academy/The Gilded Age (1865-1898) | US History/Jim Crow part 2  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,32,32
Khan Academy/The Gilded Age (1865-1898) | US History/Continuity and change in the Gilded Age  Period 6 1865-1898  AP US History  Khan Academy_expanded.txt,69,69
Khan Academy/The Gilded Age (1865-1898) | US History/Jim Crow part 4  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,55,58
Khan Academy/The Gilded Age (1865-1898) | US History/Westward expansion social and cultural development  AP US History  Khan Academy_expanded.txt,75,85
Khan Academy/The Gilded Age (1865-1898) | US History/The Gilded Age part 1  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,114,126
Khan Academy/The Gilded Age (1865-1898) | US History/Jim Crow part 1  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,44,44
Khan Academy/The Gilded Age (1865-1898) | US History/Darwinism vs Social Darwinism part 1  US History  Khan Academy_expanded.txt,91,91
Khan Academy/The Gilded Age (1865-1898) | US History/Darwinism vs Social Darwinism part 2  US History  Khan Academy_expanded.txt,58,58
Khan Academy/The Gilded Age (1865-1898) | US History/The Gilded Age part 2  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,148,148
Khan Academy/The Gilded Age (1865-1898) | US History/Jim Crow part 3  The Gilded Age (1865-1898)  US History  Khan Academy_expanded.txt,13,13
Khan Academy/The Gilded Age (1865-1898) | US History/Immigration and migration in the Gilded Age  Period 6 1865-1898  AP US History  Khan Academy_expanded.txt,70,70
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/DANIEL TIGERS NEIGHBORHOOD  Stop Think and Choose!  PBS KIDS_expanded.txt,55,55
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/YOU ME & COMMUNITY  Change It!  PBS KIDS_expanded.txt,16,16
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/DANIEL TIGERS NEIGHBORHOOD  Queen Sara Explains Voting  PBS KIDS_expanded.txt,10,10
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/DANIEL TIGERS NEIGHBORHOOD  How Grownups Vote  PBS KIDS_expanded.txt,10,10
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/PEG + CAT  Every Chicken Counts  PBS KIDS_expanded.txt,19,19
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/PEG + CAT  Chickens at the White House  PBS KIDS_expanded.txt,33,33
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/Arthur  Get Out the Vote!  PBS KIDS_expanded.txt,75,75
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/DANIEL TIGERS NEIGHBORHOOD  In the Neighborhood Voting Booth  PBS KIDS_expanded.txt,36,36
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/PEG + CAT  Vote for Peg!  PBS KIDS_expanded.txt,46,46
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/YOU ME & COMMUNITY  Lets Take a Vote  PBS KIDS_expanded.txt,1,1
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/DANIEL TIGERS NEIGHBORHOOD  You Cant Always Get What You Want!  PBS KIDS_expanded.txt,3,3
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/CYBERCHASE  Biancas Wish on a Fish  PBS KIDS_expanded.txt,72,72
PBS Kids/Voting Videos for Kids! | PBS KIDS Vote 2020 | Elections and Civic Engagement/YOU ME & COMMUNITY  Together Were the Key  PBS KIDS_expanded.txt,16,16
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle and the Secret Museum FULL EP  I am Grandmaster Flash  I am Mary Seacole  PBS KIDS_expanded.txt,501,500
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum FULL EPISODE  I am Wilma Rudolph  I am Jonas Salk  PBS KIDS_expanded.txt,475,469
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum FULL EPISODE  I am Rosa Parks  I am Thurgood Marshall  PBS KIDS_expanded.txt,138,138
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum FULL EPISODE  I am Jesse Owens  I am Ella Fitzgerald  PBS KIDS_expanded.txt,468,468
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle  Learning With Frederick Douglass  PBS KIDS_expanded.txt,49,49
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/PBS KIDS Honors Dr Martin Luther King Jr Day  PBS KIDS Shorts_expanded.txt,7,9
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum  Jesse Owens Races Home  PBS KIDS_expanded.txt,28,28
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Jamming on the Job  Pierce Freelon is BoomBox!  PBS KIDS Shorts_expanded.txt,7,7
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum  Arthur Ashe Plays Tennis   PBS KIDS_expanded.txt,6,6
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Xavier Riddle & the Secret Museum EPISODE  I am Maya AngelouI am Frederick Douglass  PBS KIDS_expanded.txt,466,463
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/I Am Harriet Tubman  Xavier Riddle READ ALONG!  PBS KIDS_expanded.txt,294,294
PBS Kids/Celebrate Black History Month with PBS KIDS! | PBS KIDS/Little People Big Dreams Muhammad Ali  READ ALONG with Hana Ali  PBS KIDS_expanded.txt,76,74
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Molly of Denali  Aunt Merna and Elizabeth Peratrovich  PBS KIDS_expanded.txt,1,1
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Molly of Denali  Ask Molly Elizabeth Peratrovich  PBS KIDS_expanded.txt,37,37
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle and the Secret Museum  Amelia Earhart Wants to Fly!  PBS KIDS_expanded.txt,41,41
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle & the Secret Museum  Maya Angelou Loves Poetry!  PBS KIDS_expanded.txt,35,36
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle & the Secret Museum  Billie Jean King is an Athlete  PBS KIDS_expanded.txt,59,60
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle & the Secret Museum  Billie Jean King vs Bobby Riggs  PBS KIDS_expanded.txt,35,35
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle  Meeting Sally Ride  PBS Kids_expanded.txt,48,48
PBS Kids/Celebrate Women's History Month with PBS KIDS!/I am Amelia Earhart  Xavier Riddle READ ALONG!  PBS KIDS_expanded.txt,287,286
PBS Kids/Celebrate Women's History Month with PBS KIDS!/🇺🇸 Inaugural Poet Amanda Gorman reads Talking Gets Us There  PBS KIDS Talk About  PBS KIDS_expanded.txt,15,15
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle and the Secret Museum  Learn to Fly with Amelia Earhart!  PBS KIDS_expanded.txt,69,69
PBS Kids/Celebrate Women's History Month with PBS KIDS!/Xavier Riddle & the Secret Museum FULL EPISODE  I am Harriet Tubman  PBS KIDS_expanded.txt,142,142
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/James Madison  60-Second Presidents  PBS_expanded.txt,18,17
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/William Henry Harrison  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Woodrow Wilson  60-Second Presidents  PBS_expanded.txt,18,18
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Abraham Lincoln  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/George Washington  60-Second Presidents  PBS_expanded.txt,13,12
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Barack Obama  60-Second Presidents  PBS_expanded.txt,9,9
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Grover Cleveland  60-Second Presidents  PBS_expanded.txt,14,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Dwight D Eisenhower  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/John F Kennedy  60-Second Presidents  PBS_expanded.txt,24,23
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Herbert Hoover  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Lyndon B Johnson  60-Second Presidents  PBS_expanded.txt,39,39
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Thomas Jefferson  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/John Tyler  60-Second Presidents  PBS_expanded.txt,13,13
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Richard Nixon  60-Second Presidents  PBS_expanded.txt,22,22
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/George H W Bush  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/John Adams  60-Second Presidents  PBS_expanded.txt,18,18
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Franklin Pierce  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Jimmy Carter  60-Second Presidents  PBS_expanded.txt,15,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/James Buchanan  60-Second Presidents  PBS_expanded.txt,17,17
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Warren G Harding  60-Second Presidents  PBS_expanded.txt,16,30
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Andrew Johnson  60-Second Presidents  PBS_expanded.txt,18,18
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Ronald Reagan  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/William McKinley  60-Second Presidents  PBS_expanded.txt,14,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Rutherford B Hayes  60-Second Presidents  PBS_expanded.txt,13,13
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/George W Bush  60-Second Presidents  PBS_expanded.txt,13,26
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Chester A Arthur  60-Second Presidents  PBS_expanded.txt,13,13
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/William Howard Taft  60-Second Presidents  PBS_expanded.txt,19,19
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Franklin D Roosevelt  60-Second Presidents  PBS_expanded.txt,47,47
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Benjamin Harrison  60-Second Presidents  PBS_expanded.txt,19,19
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Ulysses S Grant  60-Second Presidents  PBS_expanded.txt,18,34
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Martin Van Buren  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Calvin Coolidge  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Theodore Roosevelt  60-Second Presidents  PBS_expanded.txt,16,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/John Quincy Adams  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Harry S Truman  60-Second Presidents  PBS_expanded.txt,12,12
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Zachary Taylor  60-Second Presidents  PBS_expanded.txt,17,17
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Bill Clinton  60-Second Presidents  PBS_expanded.txt,15,15
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/James K Polk  60-Second Presidents  PBS_expanded.txt,17,17
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Millard Fillmore  60-Second Presidents  PBS_expanded.txt,14,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/James Monroe  60-Second Presidents  PBS_expanded.txt,14,14
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Andrew Jackson  60-Second Presidents  PBS_expanded.txt,18,18
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/Gerald Ford  60-Second Presidents  PBS_expanded.txt,19,19
PBS Kids/IT'S PRESIDENTS DAY ON PBS KIDS/James A Garfield  60-Second Presidents  PBS_expanded.txt,16,16
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle  Dinner with Alexander Graham Bell  PBS KIDS_expanded.txt,37,37
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle & the Secret Museum FULL EPISODE  I am James NaismithI am Temple Grandin  PBS KIDS_expanded.txt,488,482
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle and the Secret Museum  I am Roberto ClementeI am Kristi Yamaguchi  PBS KIDS_expanded.txt,170,166
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle and the Secret Museum FULL EPISODE  I am Ruth Bader Ginsburg  PBS KIDS_expanded.txt,476,476
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle and The Secret Museum  Sneak Peek with Harry Houdini!  PBS KIDS_expanded.txt,68,68
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle and the Secret Museum  READ-ALONG I am Temple Grandin  PBS KIDS_expanded.txt,329,332
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle and the Secret Museum  ✏️How to Draw Abraham Lincoln!  PBS KIDS_expanded.txt,36,36
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle READ ALONG  I am Albert Einstein  PBS KIDS_expanded.txt,226,226
PBS Kids/Xavier Riddle and The Secret Museum/Xavier Riddle  Training With Harry Houdini  PBS KIDS_expanded.txt,70,70
Crash Course/US History/Ford Carter and the Economic Malaise Crash Course US History 42_expanded.txt,167,173
Crash Course/US History/George HW Bush and the End of the Cold War Crash Course US History 44_expanded.txt,156,230
Crash Course/US History/The Great Depression Crash Course US History 33_expanded.txt,149,142
Crash Course/US History/The Roaring 20s Crash Course US History 32_expanded.txt,136,134
Crash Course/US History/World War II Part 2 - The Homefront Crash Course US History 36_expanded.txt,140,133
Crash Course/US History/The Clinton Years or the 1990s Crash Course US History 45_expanded.txt,155,157
Crash Course/US History/Crash Course US History Preview_expanded.txt,13,13
Crash Course/US History/The Constitution the Articles and Federalism Crash Course US History 8_expanded.txt,156,156
Crash Course/US History/The Rise of Conservatism Crash Course US History 41_expanded.txt,166,166
Crash Course/US History/The Market Revolution Crash Course US History 12_expanded.txt,152,145
Crash Course/US History/The Quakers the Dutch and the Ladies Crash Course US History 4_expanded.txt,125,123
Crash Course/US History/The 1960s in America Crash Course US History 40_expanded.txt,166,171
Crash Course/US History/Taxes & Smuggling - Prelude to Revolution Crash Course US History 6_expanded.txt,148,146
Crash Course/US History/The Industrial Economy Crash Course US History 23_expanded.txt,149,152
Crash Course/US History/Where US Politics Came From Crash Course US History 9_expanded.txt,159,161
Crash Course/US History/Reconstruction and 1876 Crash Course US History 22_expanded.txt,135,135
Crash Course/US History/The Election of 1860 & the Road to Disunion Crash Course US History 18_expanded.txt,135,135
Crash Course/US History/Terrorism War and Bush 43 Crash Course US History 46_expanded.txt,177,197
Crash Course/US History/History of the 4th of July Crash Course US History Special_expanded.txt,67,50
Crash Course/US History/The Civil War Part 2 Crash Course US History 21_expanded.txt,132,129
Crash Course/US History/Gilded Age Politics Crash Course US History 26_expanded.txt,152,148
Crash Course/US History/The War of 1812 - Crash Course US History 11_expanded.txt,163,146
Crash Course/US History/Progressive Presidents Crash Course US History 29_expanded.txt,173,155
Crash Course/US History/The Reagan Revolution Crash Course US History 43_expanded.txt,187,187
Crash Course/US History/Who Won the American Revolution Crash Course US History 7_expanded.txt,166,166
Crash Course/US History/The Cold War Crash Course US History 37_expanded.txt,152,152
Crash Course/US History/Slavery - Crash Course US History 13_expanded.txt,161,169
Crash Course/US History/War & Expansion Crash Course US History 17_expanded.txt,156,152
Crash Course/US History/The Natives and the English - Crash Course US History 3_expanded.txt,124,124
Crash Course/US History/American Imperialism Crash Course US History 28_expanded.txt,172,172
Crash Course/US History/Thomas Jefferson & His Democracy Crash Course US History 10_expanded.txt,145,145
Crash Course/US History/The New Deal Crash Course US History 34_expanded.txt,167,166
Crash Course/US History/Women in the 19th Century Crash Course US History 16_expanded.txt,134,137
Crash Course/US History/Westward Expansion Crash Course US History 24_expanded.txt,144,141
Crash Course/US History/Battles of the Civil War Crash Course US History 19_expanded.txt,89,89
Crash Course/US History/19th Century Reforms Crash Course US History 15_expanded.txt,154,157
Crash Course/US History/Civil Rights and the 1950s Crash Course US History 39_expanded.txt,130,136
Crash Course/US History/Womens Suffrage Crash Course US History 31_expanded.txt,150,150
Crash Course/US History/The Civil War Part I Crash Course US History 20_expanded.txt,117,133
Crash Course/US History/When is Thanksgiving Colonizing America Crash Course US History 2_expanded.txt,144,141
